"couple";"Global_min";"Global_max";"Global_mean";"Global_median";"Global_sd";"HCW_min";"HCW_max";"HCW_mean";"HCW_median";"HCW_sd";"Patient_min";"Patient_max";"Patient_mean";"Patient_median";"Patient_sd";"Paramedical_min";"Paramedical_max";"Paramedical_mean";"Paramedical_median";"Paramedical_sd";"Medical_min";"Medical_max";"Medical_mean";"Medical_median";"Medical_sd";"Environment_min";"Environment_max";"Environment_mean";"Environment_median";"Environment_sd";"Contact_min";"Contact_max";"Contact_mean";"Contact_median";"Contact_sd";"beta";"nu";"ED_min";"ED_max";"ED_median";"ED_mean";"ED_sd"
"sim_0_0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,01875;6,99722222222222;5,13072916666667;5,06444618055556;1,16757090579497
"sim_0_1";0;0,009375;0,000171875;0;0,000950108885256959;0;0,0223880597014925;0,00041044776119403;0;0,00226891674091214;0;0;0;0;0;0;0,0309278350515464;0,000412371134020619;0;0,00289384160809864;0;0,0277777777777778;0,000416666666666667;0;0,00338493009109063;0;0,009375;0,000171875;0;0,000950108885256959;0;0;0;0;0;0;1;3,01215277777778;21,5336805555556;4,94635416666667;5,08208680555556;1,89181860894022
"sim_0_10";0;0,1625;0,01590625;0;0,0315254661706036;0;0,32089552238806;0,0346641791044776;0;0,0678581014157461;0;0,0483870967741935;0,00239247311827957;0;0,00708302118495999;0;0,422680412371134;0,0375115716389649;0;0,0758668049580305;0;0,472222222222222;0,0273873873873874;0;0,075574753756914;0;0,1625;0,01590625;0;0,0315254661706036;0;0;0;0;0;0;10;3,01701388888889;69,4607638888889;6,35451388888889;13,8461822916667;14,8261937986138
"sim_0_11";0;0,196875;0,0263125;0,003125;0,0424212246582715;0;0,440298507462687;0,0582462686567164;0,00746268656716418;0,0940806641800955;0;0,0376344086021505;0,00330645161290323;0;0,00659407338042628;0;0,469387755102041;0,066390700610141;0;0,109461625673477;0;0,5;0,0371509009009009;0;0,0920206334135261;0;0,196875;0,0263125;0,003125;0,0424212246582715;0;0;0;0;0;0;11;3,05972222222222;91,4503472222222;8,871875;18,2123159722222;18,2633331526475
"sim_0_12";0;0,2;0,02396875;0,003125;0,0425503023147059;0;0,425373134328358;0,0523134328358209;0,00746268656716418;0,093364893685183;0;0,043010752688172;0,00354838709677419;0;0,00739881320838155;0;0,489795918367347;0,0582237534188933;0;0,109491271892145;0;0,486486486486487;0,0370795795795796;0;0,0883275991223207;0;0,2;0,02396875;0,003125;0,0425503023147059;0;0;0;0;0;0;12;3,04236111111111;83,6940972222222;9,18055555555556;17,7588524305556;18,7563520331149
"sim_0_13";0;0,24375;0,043640625;0,003125;0,0646849376965644;0;0,507462686567164;0,0963432835820895;0,00746268656716418;0,142371496217126;0;0,0591397849462366;0,00567204301075269;0;0,0106194465291244;0;0,540816326530612;0,104216810435514;0;0,156182376283557;0;0,594594594594595;0,075975975975976;0;0,139920862637319;0;0,24375;0,043640625;0,003125;0,0646849376965644;0;0;0;0;0;0;13;3,00729166666667;98,5861111111111;8,17465277777778;23,3895486111111;24,2078958148844
"sim_0_14";0;0,265625;0,05125;0,003125;0,0751503413600541;0;0,582089552238806;0,112686567164179;0,00746268656716418;0,16577367373431;0;0,0537634408602151;0,00698924731182796;0;0,0116100611104406;0;0,63265306122449;0,121945613296865;0,0103092783505155;0,182293487951732;0;0,555555555555556;0,0885885885885886;0;0,152693090573738;0;0,265625;0,05125;0,003125;0,0751503413600541;0;0;0;0;0;0;14;3,05659722222222;97,7423611111111;11,3538194444444;24,7425;25,5873963601683
"sim_0_15";0;0,265625;0,06303125;0,00625;0,0858696540087674;0;0,567164179104478;0,137686567164179;0,0149253731343284;0,187607166550413;0;0,0752688172043011;0,00924731182795699;0;0,0148798513120598;0;0,602040816326531;0,151249211024616;0,0206185567010309;0,206497121986491;0;0,583333333333333;0,102293543543544;0;0,166854002617936;0;0,265625;0,06303125;0,00625;0,0858696540087674;0;0;0;0;0;0;15;3,00763888888889;96,1190972222222;13,1934027777778;26,4003663194444;25,3175515159275
"sim_0_15-2";0;0,103125;0,006984375;0;0,0163448427541431;0;0,23134328358209;0,015410447761194;0;0,0364144114729408;0;0,0268817204301075;0,000913978494623656;0;0,00305418730891042;0;0,298969072164948;0,0169950557542605;0;0,0460148476316615;0;0,189189189189189;0,0113776276276276;0;0,030683329578275;0;0,103125;0,006984375;0;0,0163448427541431;0;0;0;0;0;0;7,5;3,090625;69,2694444444444;6,56579861111111;10,4930399305556;10,2031875588955
"sim_0_16";0;0,315625;0,083921875;0,00625;0,101503786904178;0;0,649253731343284;0,18160447761194;0,0149253731343284;0,219097225479899;0;0,0860215053763441;0,0135483870967742;0;0,0193130676816491;0;0,663265306122449;0,191462234378287;0,0154639175257732;0,233851074703768;0;0,702702702702703;0,155882132132132;0;0,209284719516662;0;0,315625;0,083921875;0,00625;0,101503786904178;0;0;0;0;0;0;16;3,128125;97,7809027777778;13,0439236111111;32,0434965277778;29,9446357635397
"sim_0_17";0;0,33125;0,08696875;0,00625;0,106442936524068;0;0,67910447761194;0,188208955223881;0,0149253731343284;0,230371856899781;0;0,0806451612903226;0,0140322580645161;0;0,0194840132676537;0;0,714285714285714;0,203123816536924;0,0103092783505155;0,248275243389082;0;0,666666666666667;0,149155405405405;0;0,209520724253957;0;0,33125;0,08696875;0,00625;0,106442936524068;0;0;0;0;0;0;17;3,10173611111111;96,8961805555556;13,2291666666667;31,16225;30,4830601839837
"sim_0_18";0;0,334375;0,109546875;0,0140625;0,120085634382446;0;0,686567164179104;0,233917910447761;0,0298507462686567;0,255838744711464;0;0,0967741935483871;0,0199462365591398;0,00537634408602151;0,0243414784260905;0;0,711340206185567;0,246009888491479;0,0206185567010309;0,270708343133366;0;0,722222222222222;0,20216966966967;0,0277777777777778;0,234900599295275;0;0,334375;0,109546875;0,0140625;0,120085634382446;0;0;0;0;0;0;18;3,03680555555556;97,1590277777778;17,5758680555556;31,9951909722222;28,4326383331895
"sim_0_19";0;0,35625;0,1265625;0,0515625;0,130804685447138;0;0,73134328358209;0,271082089552239;0,115671641791045;0,279874808335784;0;0,10752688172043;0,0224462365591398;0,00537634408602151;0,0265661353409625;0;0,804123711340206;0,28462549968441;0,0824742268041237;0,295758798244121;0;0,722222222222222;0,235656906906907;0,0675675675675676;0,26012489521858;0;0,35625;0,1265625;0,0515625;0,130804685447138;0;0;0;0;0;0;19;3,11111111111111;96,4309027777778;28,9010416666667;33,8671979166667;28,1203305673936
"sim_0_2";0;0,00625;0,000453125;0;0,0011887267202567;0;0,0149253731343284;0,00104477611940298;0;0,00280328475459759;0;0,00537634408602151;2,68817204301075e-05;0;0,0003801649361218;0;0,0206185567010309;0,0013396802019777;0;0,00376930878618418;0;0,0277777777777778;0,000277777777777778;0;0,00277078964651143;0;0,00625;0,000453125;0;0,0011887267202567;0;0;0;0;0;0;2;3,00729166666667;14,4722222222222;5,16545138888889;5,55049479166667;2,0049965296402
"sim_0_20";0;0,35;0,14796875;0,2171875;0,136204693581778;0;0,701492537313433;0,31660447761194;0,466417910447761;0,290681018077695;0;0,102150537634409;0,0264784946236559;0,021505376344086;0,0277193615083875;0;0,762886597938144;0,332008205343993;0,476909320429203;0,3058104868186;0;0,675675675675676;0,275908408408408;0,31493993993994;0,262844324751428;0;0,35;0,14796875;0,2171875;0,136204693581778;0;0;0;0;0;0;20;3,07430555555556;97,5003472222222;46,5385416666667;36,9978229166667;29,3582256245911
"sim_0_25";0;0,4;0,219671875;0,31875;0,16075319754507;0;0,82089552238806;0,458582089552239;0,664179104477612;0,335114509954695;0;0,123655913978495;0,0475537634408602;0,0591397849462366;0,0375981017313751;0;0,887755102040816;0,480283505154639;0,690721649484536;0,350489676144475;0;0,837837837837838;0,401351351351351;0,540540540540541;0,306142134985096;0;0,4;0,219671875;0,31875;0,16075319754507;0;0;0;0;0;0;25;3,06701388888889;79,6819444444444;47,1890625;37,3742760416667;23,9419189076258
"sim_0_25-2";0;0,234375;0,030453125;0;0,0564094243267359;0;0,529850746268657;0,0682835820895522;0;0,126091784625706;0;0,043010752688172;0,0031989247311828;0;0,0075668665234969;0;0,536082474226804;0,0720571218177993;0;0,138779348528189;0;0,513513513513513;0,0586561561561562;0;0,11901625713425;0;0,234375;0,030453125;0;0,0564094243267359;0;0;0;0;0;0;12,5;3,00277777777778;97,1263888888889;6,65434027777778;18,9149913194444;22,3220777424132
"sim_0_3";0;0,01875;0,0010625;0;0,00262934851590474;0;0,0447761194029851;0,0025;0;0,006271794402475;0;0,00537634408602151;2,68817204301075e-05;0;0,0003801649361218;0;0,0412371134020619;0,00273090679570797;0;0,00755686694652978;0;0,0555555555555556;0,00192942942942943;0;0,0085185846757453;0;0,01875;0,0010625;0;0,00262934851590474;0;0;0;0;0;0;3;3,01423611111111;25,0527777777778;5,27829861111111;6,25393055555556;3,41545216722831
"sim_0_30";0;0,4375;0,261765625;0,3609375;0,174606964388017;0;0,895522388059702;0,537686567164179;0,753731343283582;0,358029804384426;0;0,155913978494624;0,0629838709677419;0,0752688172043011;0,0454902680077658;0;0,958762886597938;0,561242899221544;0,783505154639175;0,373708392914578;0;0,810810810810811;0,475397897897898;0,648648648648649;0,322013166463063;0;0,4375;0,261765625;0,3609375;0,174606964388017;0;0;0;0;0;0;30;3,02048611111111;72,8076388888889;43,8673611111111;36,3520677083333;21,665705201952
"sim_0_35";0;0,4625;0,280578125;0,39375;0,186984707943277;0;0,917910447761194;0,568358208955224;0,798507462686567;0,377942796711492;0;0,161290322580645;0,073252688172043;0,0913978494623656;0,0519621450748243;0;0,958762886597938;0,5905659583421;0,824742268041237;0,393084483459048;0;0,891891891891892;0,509624624624625;0,702702702702703;0,341304646558322;0;0,4625;0,280578125;0,39375;0,186984707943277;0;0;0;0;0;0;35;3,01493055555556;74,4666666666667;42,5258680555556;34,8512430555556;20,9267320130931
"sim_0_35-2";0;0,315625;0,108765625;0,025;0,115376531508139;0;0,671641791044776;0,234216417910448;0,0522388059701493;0,248718102219836;0;0,0752688172043011;0,0183870967741935;0,00537634408602151;0,0217295283177244;0;0,711340206185567;0,244022722491058;0,0515463917525773;0,258074361216469;0;0,702702702702703;0,208506006006006;0,027027027027027;0,242541650780748;0;0,315625;0,108765625;0,025;0,115376531508139;0;0;0;0;0;0;17,5;3,00277777777778;99,5239583333333;26,5986111111111;32,7911909722222;28,2175655688474
"sim_0_4";0;0,028125;0,0015;0;0,00377192085477325;0;0,0522388059701493;0,00332089552238806;0;0,00811647173011427;0;0,010752688172043;0,000188172043010753;0;0,00124987253518976;0;0,0618556701030928;0,00329528718703976;0;0,00928156581586786;0;0,111111111111111;0,0034496996996997;0;0,0126834238025741;0;0,028125;0,0015;0;0,00377192085477325;0;0;0;0;0;0;4;3,01840277777778;28;5,54982638888889;6,67577777777778;4,12431009850598
"sim_0_40";0;0,49375;0,321890625;0,415625;0,181829696319945;0;0,925373134328358;0,64589552238806;0,835820895522388;0,364575008303349;0;0,182795698924731;0,0884677419354839;0,10752688172043;0,0527895735682025;0;0,958762886597938;0,67279823269514;0,876288659793814;0,379952617077901;0;0,918918918918919;0,574808558558559;0,72972972972973;0,327664222539037;0;0,49375;0,321890625;0,415625;0,181829696319945;0;0;0;0;0;0;40;3,14513888888889;80,6864583333333;42,1574652777778;36,0559600694444;18,2930293596182
"sim_0_45-2";0;0,38125;0,183734375;0,271875;0,154312833818643;0;0,798507462686567;0,386231343283582;0,582089552238806;0,323692413361773;0;0,102150537634409;0,0378494623655914;0,043010752688172;0,034485851039634;0;0,836734693877551;0,404719650746897;0,608247422680412;0,34023626977918;0;0,756756756756757;0,337286036036036;0,465840840840841;0,29019037278867;0;0,38125;0,183734375;0,271875;0,154312833818643;0;0;0;0;0;0;22,5;3,04548611111111;99,6076388888889;47,7211805555556;37,8767881944444;28,5189104651196
"sim_0_5";0;0,0375;0,002296875;0;0,00498779032951779;0;0,0895522388059701;0,0051865671641791;0;0,0116190350630189;0;0,010752688172043;0,00021505376344086;0;0,00118576382328773;0;0,11340206185567;0,00546023564064801;0;0,0135873275487951;0;0,138888888888889;0,0045533033033033;0;0,0170514664079167;0;0,0375;0,002296875;0;0,00498779032951779;0;0;0;0;0;0;5;3,0625;36,4802083333333;5,67118055555556;7,51392534722222;5,35803382943535
"sim_0_5-2";0;0,028125;0,00103125;0;0,00313456450895559;0;0,0671641791044776;0,00235074626865672;0;0,00735227327386433;0;0,00537634408602151;8,06451612903226e-05;0;0,000655147759565928;0;0,0927835051546392;0,00252419524510835;0;0,00949903848562046;0;0,111111111111111;0,00193318318318318;0;0,0109407918502266;0;0,028125;0,00103125;0;0,00313456450895559;0;0;0;0;0;0;2,5;3,015625;27,7725694444444;5,30572916666667;6,15536631944444;3,5779198482715
"sim_0_50";0;0,503125;0,362375;0,44375;0,179494848384943;0;0,962686567164179;0,716902985074627;0,880597014925373;0,354303250884047;0;0,21505376344086;0,106962365591398;0,123655913978495;0,0569167592179358;0;0,989690721649485;0,742922890805807;0,917525773195876;0,36742946679257;0;0,918918918918919;0,648119369369369;0,783783783783784;0,322749229082226;0;0,503125;0,362375;0,44375;0,179494848384943;0;0;0;0;0;0;50;3,1375;85,8802083333333;41,1694444444444;35,9642135416667;16,5774222374653
"sim_0_55-2";0;0,434375;0,227640625;0,3359375;0,172141923129515;0;0,858208955223881;0,47;0,701492537313433;0,35487220613261;0;0,155913978494624;0,0530376344086022;0,0645161290322581;0,0433326605895686;0;0,908163265306122;0,492352198611403;0,731958762886598;0,372008890673846;0;0,783783783783784;0,410904654654655;0,594594594594595;0,313900517306968;0;0,434375;0,227640625;0,3359375;0,172141923129515;0;0;0;0;0;0;27,5;3,01006944444444;89,3760416666667;44,7784722222222;36,2183298611111;24,4737553740257
"sim_0_6";0;0,034375;0,00265625;0;0,00629498571589456;0;0,082089552238806;0,00593283582089552;0;0,0143186026909843;0;0,010752688172043;0,000295698924731183;0;0,00134178762799499;0;0,11340206185567;0,00623343151693667;0;0,0182803430849271;0;0,138888888888889;0,00526651651651652;0;0,0195472832837529;0;0,034375;0,00265625;0;0,00629498571589456;0;0;0;0;0;0;6;3,02534722222222;35,0069444444444;5,546875;7,70336458333333;6,14011137269996
"sim_0_65-2";0;0,45;0,27759375;0,375;0,176112008398628;0;0,888059701492537;0,569589552238806;0,776119402985075;0,360718925682275;0;0,166666666666667;0,0672311827956989;0,0860215053763441;0,0460318384596345;0;0,958762886597938;0,592137071323375;0,804123711340206;0,376221370974685;0;0,837837837837838;0,509977477477477;0,675675675675676;0,323665268344953;0;0,45;0,27759375;0,375;0,176112008398628;0;0;0;0;0;0;32,5;3,01111111111111;83,196875;44,8078125;37,0573541666667;20,962477549952
"sim_0_7";0;0,103125;0,005203125;0;0,0116222840717562;0;0,238805970149254;0,0116044776119403;0;0,0265531956212518;0;0,0161290322580645;0,000591397849462366;0;0,0020015094663944;0;0,26530612244898;0,0112097622554176;0;0,0301814366582224;0;0,25;0,0128490990990991;0;0,0371013162489897;0;0,103125;0,005203125;0;0,0116222840717562;0;0;0;0;0;0;7;3,03055555555556;54,8041666666667;6,15486111111111;9,39766493055556;7,87269267530511
"sim_0_75-2";0;0,453125;0,3004375;0,4;0,18163785178828;0;0,91044776119403;0,608917910447761;0,813432835820896;0,36768091492189;0;0,182795698924731;0,0781989247311828;0,0967741935483871;0,0501885949113782;0;0,948453608247423;0,633671365453398;0,851304439301494;0,382921499543528;0;0,861111111111111;0,543596096096096;0,702702702702703;0,331223212442209;0;0,453125;0,3004375;0,4;0,18163785178828;0;0;0;0;0;0;37,5;3,05868055555556;73,0680555555556;42,0258680555556;34,7742708333333;18,9435681935781
"sim_0_8";0;0,153125;0,0088125;0,0015625;0,0179988789084154;0;0,343283582089552;0,0198507462686567;0;0,0405133567861029;0;0,021505376344086;0,000860215053763441;0;0,00277144484991782;0;0,329896907216495;0,0226046707342731;0;0,0456951946693972;0;0,378378378378378;0,0127327327327327;0;0,0411537623260571;0;0,153125;0,0088125;0,0015625;0,0179988789084154;0;0;0;0;0;0;8;3,04513888888889;69,425;6,71805555555556;11,9892708333333;11,2097719342442
"sim_0_85-2";0;0,4875;0,323359375;0,4234375;0,187835738331279;0;0,940298507462687;0,64794776119403;0,850746268656716;0,375803427170785;0;0,182795698924731;0,0895161290322581;0,10752688172043;0,0551734644470408;0;0,969387755102041;0,672618872291185;0,88659793814433;0,390233718279854;0;0,916666666666667;0,582533783783784;0,756756756756757;0,340359709307893;0;0,4875;0,323359375;0,4234375;0,187835738331279;0;0;0;0;0;0;42,5;3,01631944444444;83,4916666666667;41,3022569444444;35,1305954861111;18,8042958610103
"sim_0_9";0;0,1125;0,008609375;0;0,0200073044823038;0;0,261194029850746;0,0190671641791045;0;0,0451724843895396;0;0,021505376344086;0,0010752688172043;0;0,00332251778022223;0;0,255102040816327;0,0202608878602988;0;0,0474995379161848;0;0,388888888888889;0,0160810810810811;0;0,0604429560658001;0;0,1125;0,008609375;0;0,0200073044823038;0;0;0;0;0;0;9;3,009375;64,5003472222222;5,75295138888889;10,7573038194444;11,3126029257682
"sim_1_0";0;0,234375;0,02453125;0,003125;0,0480753451495017;0;0,417910447761194;0,0421268656716418;0;0,0810099172679766;0;0,123655913978495;0,0118548387096774;0;0,0256812938922609;0;0,469387755102041;0,0426877761413844;0;0,0841782521848459;0;0,513513513513513;0,040792042042042;0;0,0880979817113701;0;0;0;0;0;0;0,234375;0,02453125;0,003125;0,0480753451495017;1;0;3,03020833333333;82,4135416666667;6,96336805555556;16,2970694444444;17,6649479105839
"sim_1_1";0;0,2625;0,025859375;0,003125;0,0530542292985838;0;0,470149253731343;0,0453731343283582;0;0,0922593891396662;0;0,139784946236559;0,0118010752688172;0;0,0258020469350294;0;0,484536082474227;0,0467089206816747;0;0,0963800176088645;0;0,486486486486487;0,041966966966967;0;0,0909515355565897;0;0,015625;0,001421875;0;0,00325269113310995;0;0,253125;0,0244375;0;0,0505162963779882;1;1;3,01736111111111;93,3315972222222;6,80815972222222;17,3118923611111;20,0403527711137
"sim_1_10";0;0,421875;0,2110625;0,3109375;0,167394296036267;0;0,791044776119403;0,392164179104478;0,582089552238806;0,309766434641254;0;0,198924731182796;0,0805913978494624;0,10752688172043;0,0670530854005552;0;0,824742268041237;0,4056495897328;0,587628865979381;0,321376091928006;0;0,783783783783784;0,35661036036036;0,506756756756757;0,288823243167102;0;0,19375;0,088890625;0,125;0,0710303753162845;0;0,253125;0,122171875;0,171875;0,0982042744920092;1;10;3,00034722222222;96,9861111111111;54,2934027777778;43,3072013888889;30,6687689522218
"sim_1_11";0;0,44375;0,198046875;0,3140625;0,180592627612117;0;0,783582089552239;0,372126865671642;0,582089552238806;0,338777271217425;0;0,198924731182796;0,0726344086021505;0,102150537634409;0,0684148071730224;0;0,845360824742268;0,385432358510414;0,591836734693878;0,352116526438051;0;0,777777777777778;0,337090840840841;0,472222222222222;0,310568252608608;0;0,20625;0,088328125;0,128125;0,0813239404932281;0;0,259375;0,10971875;0,1625;0,101187782352538;1;11;3,04236111111111;97,1059027777778;49,5368055555556;37,6596319444444;29,1408358374979
"sim_1_12";0;0,44375;0,227203125;0,334375;0,177955568690613;0;0,828358208955224;0,427611940298507;0,634328358208955;0,334546361781081;0;0,182795698924731;0,0828225806451613;0,118279569892473;0,0666840455754616;0;0,855670103092783;0,443011256048811;0,653061224489796;0,347184119261024;0;0,810810810810811;0,386906906906907;0,540540540540541;0,308331076230973;0;0,2125;0,1046875;0,153125;0,0824520903602442;0;0,271875;0,122515625;0,175;0,0972041122454265;1;12;3,05694444444444;96,7746527777778;50,7496527777778;41,2706753472222;28,8128650901681
"sim_1_13";0;0,465625;0,210109375;0,3265625;0,187617210407092;0;0,828358208955224;0,395597014925373;0,649253731343284;0,352869805831833;0;0,209677419354839;0,0764784946236559;0,104838709677419;0,0701909688887748;0;0,876288659793814;0,410770039974753;0,65979381443299;0,366210340426239;0;0,810810810810811;0,355645645645646;0,513513513513513;0,323941755848321;0;0,253125;0,102578125;0,1546875;0,0924758672830818;0;0,253125;0,10753125;0,159375;0,0970054489270846;1;13;3,09930555555556;95,925;48,1246527777778;37,8189513888889;29,9120021384233
"sim_1_14";0;0,45;0,26471875;0,3625;0,17782502787468;0;0,858208955223881;0,498880597014925;0,690298507462687;0,334460815750625;0;0,188172043010753;0,0960215053763441;0,123655913978495;0,0668709840806055;0;0,938144329896907;0,515081527456343;0,707710919419314;0,345787770563165;0;0,837837837837838;0,456017267267267;0,621621621621622;0,312492215023217;0;0,2375;0,132125;0,178125;0,0893498159162701;0;0,26875;0,13259375;0,1765625;0,0909164057326521;1;14;3,26527777777778;96,6309027777778;51,8855902777778;42,8103993055556;25,6210859264065
"sim_1_15";0;0,45625;0,236109375;0,3703125;0,195303158696212;0;0,828358208955224;0,443731343283582;0,701492537313433;0,366395183869323;0;0,21505376344086;0,0865322580645161;0,118279569892473;0,0736824182167216;0;0,877551020408163;0,460104670734273;0,72680412371134;0,380390197857757;0;0,837837837837838;0,400307807807808;0,611111111111111;0,335885025535888;0;0,25;0,121140625;0,18125;0,100851226266375;0;0,253125;0,11496875;0,1734375;0,0962127275201772;1;15;3,02118055555556;92,6392361111111;48,7081597222222;37,1577517361111;27,326407049003
"sim_1_15-2";0;0,396875;0,128828125;0,00625;0,149776528697264;0;0,73134328358209;0,24;0,00746268656716418;0,278689874553717;0;0,17741935483871;0,0487365591397849;0,00537634408602151;0,0580104510957202;0;0,76530612244898;0,24918209551862;0,0103092783505155;0,290117685547469;0;0,783783783783784;0,215784534534535;0;0,260821896220847;0;0,16875;0,045046875;0,003125;0,0531497295937507;0;0,25625;0,08378125;0,003125;0,0978196415786748;1;7,5;3,10868055555556;97,9642361111111;14,9161458333333;33,6876649305556;31,4876289188461
"sim_1_16";0;0,453125;0,241203125;0,371875;0,197685323266001;0;0,865671641791045;0,452462686567164;0,701492537313433;0,370544760488914;0;0,21505376344086;0,089005376344086;0,123655913978495;0,0746403637814114;0;0,877551020408163;0,467407426888281;0,711340206185567;0,383056894439308;0;0,837837837837838;0,412766516516517;0,611111111111111;0,341615388906433;0;0,259375;0,128203125;0,19375;0,105730717023108;0;0,240625;0,113;0,1703125;0,0935316972579874;1;16;3,00625;94,0163194444444;45,9965277777778;35,9693628472222;25,9368055926484
"sim_1_17";0;0,478125;0,267984375;0,390625;0,19345787100686;0;0,880597014925373;0,505;0,742537313432836;0,364394847710402;0;0,198924731182796;0,0972311827956989;0,129032258064516;0,0716985445744019;0;0,907216494845361;0,521682621502209;0,758994319377235;0,376866704084767;0;0,837837837837838;0,461084834834835;0,648648648648649;0,336435906703351;0;0,278125;0,146390625;0,20625;0,106486258858185;0;0,2375;0,12159375;0,16875;0,0891474871111275;1;17;3,00069444444444;96,4659722222222;47,1786458333333;38,2712430555556;24,8168569083219
"sim_1_18";0;0,46875;0,284546875;0,4015625;0,191854839486214;0;0,865671641791045;0,536380597014925;0,753731343283582;0,361664977504151;0;0,209677419354839;0,103118279569892;0,139784946236559;0,0710636277493038;0;0,917525773195876;0,556014622343783;0,783505154639175;0,375639572875105;0;0,864864864864865;0,484279279279279;0,666666666666667;0,330642920703821;0;0,26875;0,157;0,215625;0,106635533171047;0;0,25625;0,127546875;0,171875;0,087381064571149;1;18;3,01944444444444;85,1253472222222;46,6902777777778;38,5745277777778;24,0217082817764
"sim_1_19";0;0,46875;0,28546875;0,403125;0,194274534641027;0;0,873134328358209;0,539701492537313;0,757462686567164;0,366867619000197;0;0,21505376344086;0,102311827956989;0,134408602150538;0,0720887433486794;0;0,917525773195876;0,55741584262571;0,783505154639175;0,379672554419192;0;0,916666666666667;0,492886636636637;0,675675675675676;0,338433829399892;0;0,296875;0,16346875;0,2265625;0,111928155622447;0;0,23125;0,122;0,1625;0,0845355698083006;1;19;3,01319444444444;86,315625;45,1482638888889;38,3786423611111;23,3767516934761
"sim_1_2";0;0,26875;0,03559375;0;0,0670909562589939;0;0,5;0,062910447761194;0;0,118581018210043;0;0,155913978494624;0,0159139784946237;0;0,0309568057032879;0;0,54639175257732;0,0659504523458868;0;0,126617793690493;0;0,513513513513513;0,0550075075075075;0;0,110145039544852;0;0,04375;0,004390625;0;0,00937289287459149;0;0,240625;0,031203125;0;0,0585309095604986;1;2;3,01388888888889;96,1725694444444;6,41267361111111;19,6779045138889;22,7603028878207
"sim_1_20";0;0,475;0,31259375;0,40625;0,184316011877999;0;0,925373134328358;0,592537313432836;0,783582089552239;0,348838506191067;0;0,209677419354839;0,110913978494624;0,134408602150538;0,0675329619485107;0;0,958762886597938;0,610357142857143;0,804123711340206;0,359724581538054;0;0,891891891891892;0,545514264264264;0,702702702702703;0,324780214915075;0;0,290625;0,180609375;0,2328125;0,107258230624357;0;0,240625;0,131984375;0,165625;0,0798432145113277;1;20;3,16979166666667;73,75625;46,1862847222222;39,3220555555556;20,8980945559333
"sim_1_25";0;0,484375;0,336734375;0,4375;0,190165697360215;0;0,91044776119403;0,638582089552239;0,828358208955224;0,360526135844018;0;0,209677419354839;0,119274193548387;0,150537634408602;0,0693051487340719;0;0,958762886597938;0,658999053229539;0,846149800126236;0,372436137469676;0;0,891891891891892;0,584564564564565;0,756756756756757;0,332902279898537;0;0,328125;0,211609375;0,271875;0,120522988758705;0;0,209375;0,125125;0,15625;0,0723393754375407;1;25;3,03368055555556;77,5590277777778;42,7614583333333;36,5704982638889;18,7031115704444
"sim_1_25-2";0;0,428125;0,214453125;0,3171875;0,17842200000994;0;0,798507462686567;0,404850746268657;0,611940298507463;0,336382315283527;0;0,193548387096774;0,0772849462365591;0,104838709677419;0,0665190383020042;0;0,835051546391753;0,417875026299179;0,622448979591837;0,347644982756676;0;0,810810810810811;0,370277777777778;0,540540540540541;0,312096923098001;0;0,228125;0,101875;0,146875;0,0855139602975964;0;0,240625;0,112578125;0,159375;0,0947203952283798;1;12,5;3,02222222222222;98,253125;49,5295138888889;38,5358368055556;28,4994655415789
"sim_1_3";0;0,3125;0,05584375;0,00625;0,0857433765681879;0;0,529850746268657;0,10160447761194;0,00746268656716418;0,153114539852505;0;0,172043010752688;0,0228763440860215;0;0,0389338587326162;0;0,608247422680412;0,105770565958342;0,0103092783505155;0,164894871148296;0;0,567567567567568;0,0908596096096096;0;0,140872697701079;0;0,0625;0,010640625;0;0,016488684531285;0;0,259375;0,045203125;0,003125;0,0704143263932593;1;3;3,00555555555556;98,159375;11,7357638888889;25,23234375;26,2989754773463
"sim_1_30";0;0,515625;0,36253125;0,453125;0,187699849001038;0;0,925373134328358;0,686119402985075;0,858208955223881;0,354888514327618;0;0,225806451612903;0,129408602150538;0,155913978494624;0,0694233207722294;0;0,969387755102041;0,709173153797601;0,88659793814433;0,366859044122023;0;0,891891891891892;0,62506006006006;0,777777777777778;0,325785953258741;0;0,35;0,24178125;0,3;0,126086402505071;0;0,221875;0,12075;0,1421875;0,0650998520345832;1;30;3,00868055555556;81,5444444444445;42,0666666666667;36,9890694444444;17,0953234808253
"sim_1_35";0;0,528125;0,372359375;0,465625;0,192977492592324;0;0,955223880597015;0,704291044776119;0,880597014925373;0,364524869195156;0;0,236559139784946;0,133225806451613;0,161290322580645;0,0710112829421169;0;0,989690721649485;0,726730486008836;0,907216494845361;0,376428548220844;0;0,918918918918919;0,644973723723724;0,808183183183183;0,335628363637719;0;0,38125;0,260296875;0,325;0,135627018104095;0;0,1875;0,1120625;0,1359375;0,0604484588275261;1;35;3,10902777777778;80,7666666666667;41,0352430555556;36,4455659722222;17,2057847536905
